text,group,sentiment
"""Sunday was """"National Ice Cream Day,"""" and today is """"National Junk Food Day.""""""""National Type 2 Diabetes Life,"""" is just around the corner, ppl""",tweets,negative
Tuesday class at 4:30 pm...Yoga for Every Body; perfect end of first day of school!,tweets,positive
#BJPBlackMoneyDhokha  Chowkidar Modi is sun cahoots with black money hoarders,tweets,negative
@user No man\u002c thank you. Philly plays you guys on March second (where I\u2019m from) I\u2019d love to meet you man!,tweets,positive
"""Undertaker-style, @user just tapped out to the """"Brock Lesnar of soups"""". Dude didn't even get 1/3rd in smh.",tweets,neutral
"@user Comedy show is on my list of things to do in the near future. Seinfeld is near me this Monday, but big $$$...",tweets,positive
Ihop has $1 short stacks tomorrow. FINNA fuck it up!,tweets,positive
mom I know its Friday you don't need to parade around the house singing Rebecca Black,tweets,neutral
@user won twice on the last day to stay up. Finished 10th and carling cup final. Sent West Ham down!!! Lot of good times\u002c more to come,tweets,positive
"""Q&A: Mike D, Punk Star of the Wine World: We talked to Mike D after his set on Sunday in Brooklyn, where this ye...",tweets,neutral
"""#teamfollowback La Liga: Betis march on, Malaga held to draw: Real Betis moved up to fourth in the table after S...",tweets,neutral
David Bowie playing on the 45 at the moment....Jedward set to be played soon...it's all happening here on the Tuesday Night Request Show!,tweets,neutral
@user going holiday eh ? HAHA going to Melaka tomorrow :),tweets,positive
My predictions for the BB100 tomorrow 1.) CFMF 2.) DMD 3.) Cheerleader 4.) Watch me 5.) Lean On 6.) Bad Blood 7.) See You Again 8.) My Way +,tweets,neutral
Fleetwood Mac are responsible for some of the best songs ever recorded. Come see them performed THIS SATURDAY by the World Turning Revue!,tweets,positive
Is this story why a major democrat in Florida just asked the Gov to extend early voting? #TheBlaze @user,tweets,neutral
"""On this day in September 8, 2014~ #RAW: Sheamus vs. Seth Rollins",tweets,neutral
"""Oliseh shops for players in London: SUPER Eagles coach, Sunday Okechukwu Oliseh has started shopping for the n...",tweets,neutral
"""So KenPom has NC State ranked 24th. If the Pack finish the season ranked #24, does Gottfried keep his job?""",tweets,neutral
I wanna watch all of the twilight movies tomorrow,tweets,positive
We have 15 minutes left until the 2nd episode of Styled To Rock. #UKNavi #RihannaNavy,tweets,neutral
@user @user yes! Ahhh gonna be great! Are you 2 going to Westfield Parramatta on Saturday? Please follow me Bella :) x,tweets,positive
I'm probably jynxing it. But David Price has a no hitter going into the 4th,tweets,negative
Australian Directioners\u002c little things will be played on the radio at 5pm on Monday afternoon on the hits radio.,tweets,neutral
"""Closed tomorrow...I don't think anyone saw that coming",tweets,negative
Safe and sound at #FLIBS We\u2019ll be all over the docks tomorrow!,tweets,positive
#US Wichita Wild vs. Omaha Beef May 5th Game Preview: WICHITA\u002c KS- The Wichita Wild of the I... #News #USA #Wichita,tweets,neutral
@user @user you don't know Chris Evans? Bruhh c'mon,tweets,neutral
You may be shocked to learn that Kobe Bryant does not agree with ESPN ranking him the NBA's 40th best player. Video:,tweets,negative
Heard the raw recording last night from @user &amp; #TheJoBurtExperience at the Back to Earth Festival on Saturday. #Amazing! So proud!,tweets,positive
@user + hurt just faded away in that moment he sat in the dark with Thor.,tweets,neutral
@user Nope xDD I live in Moskau\u002c and.... it\u2019s not so cold.... ^^ In Siberia\u002c may be xD So... Whatever our governor?,tweets,neutral
"@user From one messianic cause, to the cause of religious liberty for Muslims. Is that what you are referring to as the 2nd?""",tweets,neutral
"""Apple Special event October 23rd - iPad Mini and maybe Macbook pro 13inch Retina, what you think?""",tweets,neutral
"""Kim Kardashian Shows Off 'Gorgeous' Roses from Celeb Pals Like Chrissy Teigen and John ...: On Thursday, the r...",tweets,neutral
Varitek eager to learn on the job: Newly appointed Red Sox special assistant Jason Varitek on Friday reflected o...,tweets,positive
"@user I would purchase PS4 tomorrow however until the Logitech G27 is fully supported across the board, NO DEAL!!!""",tweets,neutral
@user Hi Adeeb Luams still haven't opened after Eid. Will open from the 10th of Aug. Decoration work ongoing. Sorry for the inconvenience !,tweets,neutral
New Bucketist items: learn the lyrics to House of the Rising Sun and Devil Went Down to Georgia,tweets,neutral
"""Again, Shekau absent in new Boko Haram video: The military said on Sunday that it had freed 178 people held ca...",tweets,negative
"@user yeah, on Friday I went and saw two movies people bitch about - Ant-Man and Minions. I had a good time! #HatersGonnaHate""",tweets,positive
"@user  Niall, I got On The Road Again Tour 2015 in Osaka next February 25th ticket so can't wait to see you:-) Follow me @user",tweets,positive
#NP Michael Jackson - Human Nature on #BrunchInTheCiti w/ @user  #tunein  5th of 7 tracks from the Thriller album,tweets,neutral
10 Things to Know for Friday: The U.S. Postal Service\u002c on the brink of default on a second multibillion-dollar p...,tweets,neutral
"@user always loved you as a player.  As an analyst, not so much.  Watch Saturday to see if Ole Miss is winning with talent or emotion""",tweets,neutral
"""\""""""""@matt_edmeades: Sheffield Wednesday linked with roger Johnson\u002c Ivan klasnic and Michael Antonio. Big coups if they get them.\"""""""" #massive ? ;)""",tweets,positive
"""If we don't go on senior trip with the Malvern people, where are we vacationing to? No matter what, we aren't going to be in Ohio June 3rd.""",tweets,negative
Frank ocean not dropping his new album in July is the reason why I have trust issues,tweets,negative
My sources in Ethiopia tell me that De Gea is a Real Madrid player. The deal was completed and the player will be presented tomorrow,tweets,neutral
This mess is coming towards us tomorrow. SPC has a slight risk out for tomorrow\u002c and we\u2019ll know more about what it...,tweets,negative
Casually eating dinner I hear 1D on tv playing so i run 2 c& then after de song it says UAN is gonna playing on the 26th!OMFG SO WATCHING IT,tweets,positive
@user you red tops are so biased towards London clubs slagging Rooney off for not scoring then say Kane should be ENG 1st choice,tweets,negative
Aldo v Mcgregor and Tate v Rousey in Dallas in December... I think it's time to make a trip to Texas.,tweets,neutral
Walk folder has Monk charts/tracks @user ---- Quartet session this saturday  --- listen to the record,tweets,neutral
"""Well I guess """"Unity"""" and """"Peace"""" in Muslims is a """"sensitive"""" topic for people with Takfiri mindset.... May Allah cure your heart! Ameen!""",tweets,neutral
Estou ouvindo Brown Eyes Live @ Friday Show with Jonathan Ross - Lady Gaga via @user,tweets,neutral
On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until...,tweets,neutral
"""And kris\u2019 airport runaway x3 \""""""""@RLAdeer: tomorrow exo m will go to nanjing.. yeah! I\u2019ll see luhan\u2019s hair.. is it true that his hair now is bl""",tweets,neutral
"""we've beaten Kershaw, so why can't we beat MadBum tmrw? we win tomorrow, then just gotta win both at home. #havefaith #CardinalNation""",tweets,positive
Omg I'm going to L.A. tomorrow :D,tweets,positive
"Snoop Dogg is bringing it for Bethlehem right now, hell yes. Saturday night fun!",tweets,positive
"""Very, very excited to see my favorite republican Carly Fiorina in the debate on the 16th!!! (I still secretly support Hillary though)""",tweets,positive
Be sure to come out to The Joe tomorrow night @user to watch Jurassic World on the jumbotron! @user,tweets,positive
"""Well Obama, you sat on your ass, Eblola is gaining ground as is ISIS. Ebola is striking, next is ISIS on US land  U call yourself a leader""",tweets,negative
TONITE IT GOES DOWN!!! STREET FM on 90.1FM in NY Broadcasting worldwide at www.wusb.fm OR watch inside the studio at www.justin.tv/streetfm,tweets,positive
"@user """"Last Friday"""", where Ice Cube had to recreate the Last Supper perfectly to raise money, or be crucified by the drug dealer.""",tweets,neutral
"@user  once because of the Charlie Hebdo shootings in January, and this time in the light of the Paris terror attacks.""",tweets,neutral
"Why is the David Beckham so positive about the England team, we are shite if we don't hit 8/9 on Sat then that is disgraceful set of cretins",tweets,negative
Good to know McLaren were testing an experimental front wing last Friday during Free Practice for the 2015 car,tweets,positive
Okay so today is Tatum Tuesday! Retweet if you like Channing Tatum!,tweets,positive
The Tenerife vs. Barca Femeni game has commenced. Jenni Hermoso scored for Barca in the 5th minute. Tenerife 0-1 Barca. #FCBLive,tweets,positive
"""Gonna go school supply shopping tonight, the only thing I have for school is my Tony Romo folder.. :)""",tweets,neutral
im going to school tomorrow for nicki and for z,tweets,neutral
Not even kidding when I say Alright by Kendrick Lamar may be one of the best songs ever written,tweets,positive
Il Divo - 24 September 2012 Il Divo have just confirmed two more dates: October 14 in Buenos Aires and October 28...,tweets,neutral
David Wright is back and leading off in the 2nd inning!,tweets,neutral
"@user If there's one thing I can guarantee Monday, it's Janet Jackson worship, which I'm always here for.""",tweets,positive
@user John cena has Seth Rollins a** in his hands tomorrow and someone please kick Jon Stewart's a** all over the ring,tweets,neutral
"""No idea where Scott Walker sought medical care following his violent sink encounter, but he may want to obtain a second opinion!""",tweets,neutral
Now that I think about it\u002c the rams looked like Gregg Williams was their DC last Sunday. I know how much the @user like Williams.,tweets,neutral
Sharknado will set records for the number of watchers who have nothing better to do on a Wednesday night.,tweets,neutral
Just writing a preview for Saturday\u2019s visit of Barnet\u002c can\u2019t help but get excited about the visit of Edgar Davids. He was a childhood icon.,tweets,positive
I'm MCing the Wearables&amp;Tech fashion show that leads into the Google party on Monday.  Peep the deets here:  #tech,tweets,neutral
Reminder - We will NOT be at the Eastern Market event for tomorrow night... Weather not cooperating ! See u Thursday in Farmington Hills !,tweets,negative
"@user hello MAITE good to hear from you sa. No worries sa, already spoken to JJ. Good man, carnage Sunday sa""",tweets,positive
Occupy Unmasked with Andrew Breitbart - Citizens United Productions via @user & CHEERY MONDAY!* LOL or NO???,tweets,positive
