"text","sentiment","group"
"restaurants Georgia is a Yuko japanese hair straightening expert!  I have traveled for business for several years and came across her when I was working in Las Vegas in 2010.  Since then I have kept my hair straight from different stylists that have this special training. (Years of living with unruly curls and finally a technique that works!).\n I have not met anyone that does as good of a job as Georgia.  I recently moved to a city that does not have anyone trained in Yuko hair straightening.  I called Georgia up with my available dates and she came in on her day off to do my hair!!\nI booked my flight and flew to see Georgia.  She also gave me local favorite spots to see and great places to eat while I was there.  \nI feel like I've spent most of my life in salons trying to explain to someone how to cut my curls and always left in tears or frustrated.  Yuko system gave me a chance to manage and like my hair.  It is my guilty, well worth it indulgence.  Most importantly is having someone trained with lots of experience that can keep it looking great.  \nGeorgia is my hair guru and I would tell anyone to go see her. She knows hair!\nI'm back in my city with 97 degree weather and 97% humidity and my hair is straight with no frizz!  I'll be seeing Georgia in 6 months.  Thank you Georgia.","positive","restaurants"
"tweets Murray's serve broken in 1st service game 2nd set. I'm not watching any more. He does my  head in at times doing everything the hard way!","negative","tweets"
"restaurants Nuthin better after a few fun games of bowling down the street than a good Chinese meal at my favorite Chinese restaurant!   LOL  By the way, make sure to try their Chinese vegetables--they're authentic and delicious!","positive","restaurants"
"movies there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .","positive","movies"
"tweets My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday.","neutral","tweets"
"tweets ""23 November 1970. George Harrison released """"My Sweet Lord"""" in the US. It would become the first single by a former Beatle to reach No.1""","positive","tweets"
"restaurants umm....no...this place is definitely not for us....\n\nI've read all the positive reviews and was totally excited to try this place today.  We've been craving really good Chinese food that would satisfy our spoiled pallet from Cali.  \""Inexpensive, great food, nice service\""...sounded nice...\n\nFirst of all, yes the service is really nice.  They were very relaxed and ready to serve you.  The order took around 15min for a take out which is pretty fast.  \n\nSecond, the price....yes it is on the cheap side but is it really that inexpensive?  For example, compared to Phoenix Palace, most typical menu items are maybe ~$2.00 or so cheaper...but if you ask me, you are compromising the quality of the food for that few dollars you are saving.\n\nThird, the food....OILY....really...OILY.  \n*Chili salt chicken wings = 5 pieces for $2.99.  Good price, dry, bland, not worth it.\n*Orange chicken = burnt, drowning in dark sauce, couldn't tell where the meat was...\n*XO sauce beef =....we found....6 pieces of beef slices and the rest was corn starch and onion mush...with orange colored oil all over.\n*Bean sauce chow fun with squid = this was the only ok dish.  Tons of squid which was cool, but not much chow fun at all...and again, oily.\n\nOverall, we didn't like it.  \nAre we gonna go back = NO\nMaybe try again someday? = NO\n\n*Location = good, right across the street from Mekong Plaza\n*Food = the extra $2.00 is so worth it at other restaurants.\n*Service = very nice\n*Decor = very plain","negative","restaurants"
"movies a highly watchable , giggly little story with a sweet edge to it .","positive","movies"
"restaurants If I had more money, I would shop here more often. \n\nThere isn't a whole lot to write that hasn't been mentioned in other reviews. I hope the owner reads her Yelp reviews, because most other reviewers are absolutely right. The prices are a bit high and most items are national brands you can find elsewhere. The locally made jewelry is amazing, but a lot of it a little too \""granola\"" for my tastes. And itty bitty gold earrings for $88? \n\nI've gotten an adorable t-shirt with the word \""love\"" on the front and thank goodness I picked it up for half price- it was originally $80! Also picked up some Free People shorts, cute Havaianas- both at half off. Are you sensing a trend here? Love me a sale. \n\nIt's fun to stop in and just browse the jewelry, clothing, and home items. I don't know, maybe I'm missing something here...where did the sale rack go???","neutral","restaurants"
"tweets Man United's equaliser today was superb. Hopefully we'll be seeing many Arsenal moves like that (with a shot at the end!) this season.","positive","tweets"
"restaurants Wow! Tiny little place in a strip mall serving up great Italian food! The Risotto Rice Balls are delicious. Service is friendly - and welcoming. Give it a try?","positive","restaurants"
"movies devolves into the derivative , leaning on badly-rendered cgi effects .","negative","movies"
"restaurants Stopped into this mid-sized place for the lunch buffet today.  It's a little glitzy inside but ok, & has all glass covered tables that were mostly set up for at least four people.  I missed seeing booths, my preference, but did manage to find just one comfortable spot in the place, at a smaller, out-of-the-way table.  It's a good thing I got there at opening time!\n\nAmong the salad items, the cole slaw was tasty, & the server lady brought me naan bread that didn't have garlic or greens on it, but it was buttery, piping hot, & cooked just right.  Otherwise there was nothing special about the place.  Everything tasted ok, but a lot of the dishes were way too soupy.\n\n$8.95, Open 11:30 AM, Full Bar.","negative","restaurants"
"restaurants Wow! What a disappointment. The first time I ate at Studio B Buffett I believe was during the weekend. The food was satisfying and tasty, enough for me to come back and drag my husband. Second time around, dinner on a Thursday night was a complete 180 experience. In my husband words \""Sizzlers would have been better.\"" I told him it's suppose to be one of the better buffets of Vegas, he said more like the bottom buffets of Vegas. Tonight, I would have to agree. \n\nMy husband gave it a no star, \""In n Out would have been way more better and satisfying. Best thing was the beet salad and the fried shrimp\""  I gave it a 2 because the fresh vegetable salads and fruits saved this buffet from being rated a 1 or no star. \n\nNo crab legs during the weekday (minus points)\n\nBamboo Mahi mahi (minus points, it was cold!)\n\nThe Asian selection was bland, lacked flavor (double minus points - definitely not made by an asian chef)\n\nCrepes with defrosted berry pie filiing (double minus points, and sour! was it spoiled?)\n\nFruit tart with canned pineapple and canned peaches (minus minus points - who uses canned fruit on a tart?) \n\nPaella, Carne Asada, Rosemary Chicken, Fried Chicken, Sushi, Thai Beef Salad, Kalua Pork, Grape Leaves, Desserts, all FAILED!!!!\n\nWe went for the experience, what a waste of time, money, and drive.\n\nAnother thing, we had a weird experience trying to get to our table. The hostess took 3 different parties to sit. First of all, we all looked stupid parading through the dining area in such a huge group (there was about 15 of us from again, 3 different parties). The hostess sat the first group who didn't like their table. So of course, we paraded around a few more rows to another table. This continued until all the parties were taken to their table all at opposite sides of the restaurant. Why would anyone do that? I just don't get it.  I should have just taken a sit at the numerous open tables rather than marching around like a bunch of high school band geeks. Thanks alot Studio B Buffet","negative","restaurants"
